experiment_id,experiment_display_name,cv_strategy,source_model,split,fold,class_index,class_name,count,total,proportion
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_79.avi,0,Unpleasant,0,163,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_79.avi,1,Neutral valence,33,163,0.20245398773006135
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_79.avi,2,Pleasant,130,163,0.7975460122699386
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_80.avi,0,Unpleasant,0,279,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_80.avi,1,Neutral valence,12,279,0.043010752688172046
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_80.avi,2,Pleasant,267,279,0.956989247311828
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_90.avi,0,Unpleasant,12,256,0.046875
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_90.avi,1,Neutral valence,34,256,0.1328125
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_90.avi,2,Pleasant,210,256,0.8203125
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_cats_f.avi,0,Unpleasant,0,292,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_cats_f.avi,1,Neutral valence,0,292,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_cats_f.avi,2,Pleasant,292,292,1.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_dallas_f.avi,0,Unpleasant,0,264,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_dallas_f.avi,1,Neutral valence,264,264,1.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_dallas_f.avi,2,Pleasant,0,264,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_detroit_f.avi,0,Unpleasant,0,262,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_detroit_f.avi,1,Neutral valence,262,262,1.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_detroit_f.avi,2,Pleasant,0,262,0.0
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_earworm_f.avi,0,Unpleasant,89,192,0.4635416666666667
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_earworm_f.avi,1,Neutral valence,28,192,0.14583333333333334
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_earworm_f.avi,2,Pleasant,75,192,0.390625
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_funny_f.avi,0,Unpleasant,12,265,0.045283018867924525
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_funny_f.avi,1,Neutral valence,64,265,0.24150943396226415
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_funny_f.avi,2,Pleasant,189,265,0.7132075471698113
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_newyork_f.avi,0,Unpleasant,13,255,0.050980392156862744
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_newyork_f.avi,1,Neutral valence,217,255,0.8509803921568627
multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,test,r_newyork_f.avi,2,Pleasant,25,255,0.09803921568627451
