subject,recording,section,file-name,x-avg,y-avg,emotion-id
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,520.7777777777778,-302.77777777777777,2
P17,detroit_f.avi,26,P17-Rec1-All-Data-New_Section_26.csv,747.0,-65.0,0
P21,dallas_f.avi,14,P21-Rec1-All-Data-New_Section_14.csv,1216.0,-29.0,0
P19,146.avi,38,P19-Rec1-All-Data-New_Section_38.csv,-16.384615384615387,1729.7362637362637,12
P29,dallas_f.avi,36,P29-Rec1-All-Data-New_Section_36.csv,1258.0,510.0,0
P18,138.avi,12,P18-Rec1-All-Data-New_Section_12.csv,2005.0,1464.0,0
P2,73.avi,38,P2-Rec1-All-Data-New_Section_38.csv,-57.91666666666667,1989.7083333333333,12
P19,146.avi,38,P19-Rec1-All-Data-New_Section_38.csv,56.0,-31.0,12
P17,146.avi,30,P17-Rec1-All-Data-New_Section_30.csv,-914.5470085470084,511.95726495726495,5
P13,146.avi,8,P13-Rec1-All-Data-New_Section_8.csv,-482.7169811320755,1847.509433962264,0
P5,146.avi,36,P5-Rec1-All-Data-New_Section_36.csv,1242.0,288.0,5
P19,earworm_f.avi,28,P19-Rec1-All-Data-New_Section_28.csv,340.0566037735849,1809.22641509434,11
